,tweet_text,sentiment,query_used,nome
4171,"ciro 12, partiu? &lt3",Positivo,ciro :),ciro
4172,"o problema e ser estatista, coisa que tanto a esquerda, quanto o governo militar, quanto o bolsonaro sao",Positivo,bolsonaro :),bolsonaro
4173,as gay realmente tem esperanca que o haddad ganhe infelizmente ele nem tem chance,Negativo,haddad :(,haddad
4174,a propaganda do bolsonaro nao deu nem 4 segundos... que bosta! calma... sou eleitor dele e faco campanha pra ele. mas nao eram 8 segundos?,Negativo,bolsonaro :(,bolsonaro
4175,"e olha que ele dizia que bolsonaro vinha com solucoes faceis, que eram bravatas e tali e coisa e coisa e tal rs  e um cagao",Positivo,bolsonaro :),bolsonaro
4176,sai da disputa um corrupto preso e entra outro. o lixo do  e a amante  nao aprendem mesmo.,Positivo,haddad :),haddad
4177,"amiga q vai votar no bolsonaro esse ano, no almoco, na discussao politica - mas quem raios e paulo guedes??? ...assim ta foda mermo!!!",Negativo,bolsonaro :(,bolsonaro
4179,esse e o nosso pt,Positivo,haddad :),haddad
4180,eu sou eleitor do bolsonaro e uso um ewok.,Negativo,bolsonaro :(,bolsonaro
4181,"(imaginem se elas conhecessem bolsonaro  ""ameaca aos direitos das mulheres."" ""brett kavanaugh e a pessoa errada para a suprema corte."" os manifestantes gritam",Positivo,bolsonaro :),bolsonaro
4182,quem e o vice do haddad se o haddad e o vice?,Positivo,haddad :),haddad
4183,"pra mim, quem apoia bolsonaro, tb ira dar suporte a isso. triste.",Negativo,bolsonaro :(,bolsonaro
4184,"tem muita mulher indo dormir e acordando pensando em jair messias bolsonaro, isso e efeito dos olhos azuis brilhantes.",Positivo,bolsonaro :),bolsonaro
4185,"a  nada mais e a reuniao de gente nao parou de escutar. somos nada mais que um monte de gente que nunca se envolveu com nada de politica antes, mas que ve nas propostas do ciro uma saida.  comecamos pequenos e hoje estamos por todo brasil.",Positivo,ciro :),ciro
4186,bolsonaro 22% marina silva 12% ciro gomes 12% geraldo alckmin 9% fernando hadda 6% alvaro dias 3% joao amoedo 3% minha marina vai ser tombada de novo,Negativo,alvaro dias :(,alvaro
4187,to cansada deles todos roger. o alckmin ferrou com o centro de linguas que eu estudava o outro do mesmo partido largou o kassab fazendo merda em sao paulo. agora o doria votei nele e foi sair da prefeitura em um ano.,Negativo,alckmin :(,alckmin
4188,"eu juro que tento me controlar pra nao falar de eleicoes, eu tenho tantas outras coisas pra fazer. e real, mas me doi tanto essa situacao. e o fato de que provavelmente eu vote no ciro gomes ou na marina silva.  eu quero chorar.",Negativo,marina silva :(,marina
4189,flopou. 1 reply sobre amoedo e outro sobre daciolo.,Negativo,daciolo :(,daciolo
4190,olhai o alckmin admitindo que foi golpe,Positivo,alckmin :),alckmin
4191,pra anunciar abertamente voto util no alckmin precisamos de muita diferenca nas simulacoes de 2 turno ou ja esta bom?,Positivo,alckmin :),alckmin
4192,"nossa que homofobia nao falei nada kkkkk, se vc ta vendo mts fas de bolsonaro por ai e pq e pra jair se acostumando pq vai ser no 1oturno",Positivo,bolsonaro :),bolsonaro
4193,"se o ciro ganhasse alguma coisa com o impeachment do lula, ele seria a favor. nao e porque ele finge ter medidas progressistas que ele e melhor que o bolsonaro.",Positivo,bolsonaro :),bolsonaro
4194,bolsonaro tem um muito bom! arme os fazendeiros e pregue fogo em criminosos invasores de propriedade privada.,Positivo,bolsonaro :),bolsonaro
4195,"bolsonaro cade a verba do museu? olha o que vc deixou acontecer. pera , o governo pt que nao providenciou. eu culpo eles, esses miseraveis inuteis em uma sociedade  ficam investindo em inutilidades e...",Positivo,bolsonaro :),bolsonaro
4196,pra minha familia tbm. facistas n passam aqui em casa kkkk mas to em duvida se voto haddad ou ciro,Negativo,haddad :(,haddad
4197,"eu queria muito haddad presidente, mas acho que ele nao tem chance num segundo turno com o bozonaro  mas o ciro e maravilhoso entao to conformada",Negativo,haddad :(,haddad
4198,ta mto dificil eu ando inclinando pro ciro pq acho que talvez ele tenha chance  ta foda a situ do haddad e so falta um mes meu deus,Negativo,haddad :(,haddad
4199,"pois e, miga, o problema e que isso impede o haddad de ganhar forca e nao aumenta a forca do lula tambem  fica tudo na mesma merda agora mas na hora do voto os cara que nao conheceram o haddad vao migrar (ate eu to querendo)",Negativo,haddad :(,haddad
4200,eu achei massa a ideia. assustada pq ainda tem aqueles que votam no bolso e que preferem anular o voto em caso de ciro x bolsonaro,Negativo,bolsonaro :(,bolsonaro
4201,ta bom mas o ciro fica em terceiro  achei um link piratex no youtube. vou ver enquanto janto.,Positivo,ciro :),ciro
4202,ciro e falcao,Positivo,ciro :),ciro
4203,ultima pesquisa que saiu do btg pactual ciro na frente vamos de ciro,Positivo,ciro :),ciro
4204,"se eu entendi oq vc disse, e isso mesmo. eu nao sou refratario ao ciro, mas nao acho ele o melhor candidato, nem de esquerda. parece que minhas opinioes estao sendo vistas como ataques, mas eu so to debatendo.",Positivo,ciro :),ciro
4205,va fazer sua campanha aberta ao ciro queridao  e o pt ta mais do que certo em manter lula... pois ele eh inocente! qm n acredita nisso eh o pdt ciro e seus asseclas,Positivo,ciro :),ciro
4206,"eu gosto do ciro, mas temer, me faz temer a vice dele",Negativo,ciro :(,ciro
4207,vc parece q ta com o bigode do hitler no print do video do ciro --,Negativo,ciro :(,ciro
4208,homofobia e mulher apoiando bolsonaro,Positivo,bolsonaro :),bolsonaro
4209,gente eu sonhei q o alckmin se suicidou,Negativo,alckmin :(,alckmin
4210,"alckmin ta amargoso nessa eleicao, ne? batendo no temer, no bolsonaro, no pt... e o centrao, insosso, quando vc vai comecar a criticar?",Positivo,alckmin :),alckmin
4211,"e oficial. temer acaba de enterrar alckmin e a ""turma do temer"" (em pe)...",Positivo,alckmin :),alckmin
4212,"uma aula produtiva e quando seu prof de quimica para a aula pra falar 19293948348483 motivos para o bolsonaro n ser eleito, deixando varios bolsominions sem argumento",Positivo,bolsonaro :),bolsonaro
4213,pode ser... olhando de outro angulo. bolsonaro recebe votos de lula. vou lembrar de vc na reta final!,Positivo,bolsonaro :),bolsonaro
4214,so n se esqueca q a qualquer momento ele pode nao fazer mais parte da equipe de bolsonaro.,Positivo,bolsonaro :),bolsonaro
4215,"e td mentira  e so olhar pro establishment brasileiro. q esta com medo do bolsonaro ganhar. a vitoria dele significa instabilidade, td q o brasil menos precisa agora.",Positivo,bolsonaro :),bolsonaro
4217,amiga mas o haddad nao ganha do bolsonazi no segundo turno,Negativo,haddad :(,haddad
4218,vcs acham que o haddad tem chance ?! pq nas pesquisas ele ta tao atras,Negativo,haddad :(,haddad
4219,"se o bolsonaro for eleito, bullying assim se tornara normal",Negativo,bolsonaro :(,bolsonaro
4220,"kkkkkkkkk o de bolsonaro ficou melhor, voces estao chatos",Negativo,bolsonaro :(,bolsonaro
4221,"hdudhsushah pior q se for ver bem a dri e tipo o ciro gomes guarapuavano, pistola e fofa",Positivo,ciro :),ciro
4222,ciro e incrivel e seu voto pra ele seria muito especial,Positivo,ciro :),ciro
4223,meu voto e em haddad mas votaria lindamente no ciro sim. acho um otimo candidato. se n fosse o haddad seria ele sem duvidas,Positivo,ciro :),ciro
4224,"votar na cola do inominavel com certeza, mas precisamos unir votos entre ciro e marina e, lendo e ouvindo muito dos dois acredito muito no plano marina!! bora?  em 2018",Positivo,ciro :),ciro
4225,oi ... pelo seu jeito nao deve pensar em apoiar o ciro mas ele e o que mais cresce em pesquisas e ja apareceu em segundo lugar. vamos apoiar o ciro  voce pode pesquisar bastante sobre ele acredito que gostara mesmo ele sendo de um aspecto mais esquerda,Positivo,ciro :),ciro
4226,boa noite. voce vem acompanhando as propostas do ciro? ele vem bem em todos os debates e sabatinas. ha alguma proposta que voce nao entendeu bem? estamos aqui para ajudar,Positivo,ciro :),ciro
4227,os cirolos estao que nem urubu na carnica pelos votos de lula so nao venham desmerecer haddad grato,Positivo,haddad :),haddad
4228,poxa ciro pq voce foi logo colocar a katia abreu,Negativo,ciro :(,ciro
4229,ai...  nunca vi nada que ele tenha falado do ciro...eu vi do bozo... a sense marcia disse que no comeco do ano os astros tavam bons pra ele em outubro...,Negativo,ciro :(,ciro
4230,"ai, ciro, por que e que fostes arrumar um lixo humano desse pra ser vice e me impedir de lhe dar meu voto?",Negativo,ciro :(,ciro
4231,"a uniao mais perfeita ate hj no periodo republicano. bolsonaro&amammourao, a dupla verde oliva que arrepia as mulas estupidas comunas",Positivo,bolsonaro :),bolsonaro
4232,problema e dividir voto agora entre ciro e marina e o alckmin ir pro segundo turno,Negativo,alckmin :(,alckmin
4233,alckmin e daqueles moralistas mor da nossa republica. se ele cair pode ser um otimo exemplo,Positivo,alckmin :),alckmin
4234,um breve raio de esperanca e saber que o alckmin vendeu a alma pro centrao e so ta batendo no bozo com seu generoso tempo de tv. enquanto isso o ciro e marina subindo,Positivo,alckmin :),alckmin
4235,"e todos contra o bolsonaro. o jogo e minar ele de toda a forma, pra ja chegar arranhado no segundo turno. vao apoiar ate o diabo no segundo para se manter no poder, menos o bolsonaro.",Positivo,bolsonaro :),bolsonaro
4236,"e a cada dia que passa, quanto mais os outros candidatos atacam bolsonaro, mais votos ele consegue.  kkkk amem irmaos?",Positivo,bolsonaro :),bolsonaro
4237,boa noticia do dia! bolsonaro perde de 3 entre os 4 que tem chance de ir pro segundo turno!,Positivo,bolsonaro :),bolsonaro
4238,deixa eu te contar uma novidade ser contra bolsonaro nao e ser a favor do lula.,Positivo,bolsonaro :),bolsonaro
4239,ate entao meus candidatos presidente lula/haddad 13 governador pimentel 13  senadorxs dilma 133 e prof tulio lopes 210 dep. federal rogerio correia 1313 dep. estadual marilia campos 13900,Negativo,haddad :(,haddad
4240,"ai haddad terei que deixa-lo pra votar no ciro gomes, mil perdoes joia rara",Negativo,haddad :(,haddad
4241,"segundo as pesquisas, o antipetismo derruba o haddad em segundo turno contra o bozo  preocupante e triste",Negativo,haddad :(,haddad
4242,queria ser bolsonaro 17,Negativo,bolsonaro :(,bolsonaro
4243,triste.  melhoras. bolsonaro 2018.,Negativo,bolsonaro :(,bolsonaro
4244,sobre o menino ciro  corone quer ser presidente - assista e saiba mais sobre ciro gomes  via,Positivo,ciro :),ciro
4246,"o itau colocou meu nome no spc. entao acabou a duvida, voto no ciro.",Positivo,ciro :),ciro
4248,deixa o amor pelo ciro te guiar,Positivo,ciro :),ciro
4249,fazer que nem bbb e combinar voto  eu quero votar no ciro? mais ou menos (obg katiabreu) mas a cada dia que passa eu vou me tornando mais e mais favoravel a votar nele,Negativo,ciro :(,ciro
4250,eu queria muito votar no ciro mas essa vice dele lanca bosta atras de bosta..,Negativo,ciro :(,ciro
4251,"e foda, migo  aparentemente se quem tem bom senso dividir voto, o bocal tem chance demaaaaaais. nao votaria nele no 1o turno, mas prefiro ciro do que correr o risco de ter um presidente de extrema direita batendo palma pra maluco.",Negativo,ciro :(,ciro
4252,"bolsonaro nao e a minha primeira opcao de voto, mas vamos la voce falou do bolsonaro enquanto deputado federal. entao por isso fiz a comparacao com o jean wyllys, que inclusive e meu conterraneo!",Positivo,bolsonaro :),bolsonaro
4253,a mulher do ciro e muito linda queria casar com ela,Negativo,ciro :(,ciro
4254,essa fanfic do bozo tirou todo o foco da treta alckmin com temer.,Negativo,alckmin :(,alckmin
4255,ai ciro,Negativo,ciro :(,ciro
4256,ai meu ciro,Negativo,ciro :(,ciro
4258,"ciro me desculpe, eu juro que tentei",Negativo,ciro :(,ciro
4259,eu gosto do amoedo,Negativo,amoedo :(,amoedo
4260,guilherme boulos o mais injusticado dos presidenciaveis,Negativo,guilherme boulos :(,boulos
4261,esquerdismo mais uma vez provando o quao podre e ridiculo e forca jair,Negativo,#forçabolsonaro :(,bolsonaro
4262,"voce vai sair dessa e ainda vai acabar vencendo da cama de um hospital,mas quando isso acontecer voce ja vai estar melhor",Negativo,#forçabolsonaro :(,bolsonaro
4263,mano vai tomar no cu o brasil e uma merda,Negativo,#forçabolsonaro :(,bolsonaro
4264,"ele vai ficar bem, vai se recuperar e voltar mais forte do que nunca! mas chorei quando o vi na mesa de cirurgia... deus e justo, vai dar tudo certo!",Positivo,#forçabolsonaro :),bolsonaro
4265,segura o homi quando chegar no planalto. esquerdiotas comecem a rezar,Positivo,#forçabolsonaro :),bolsonaro
4266,"eu achava que nada superava o thriller ""eleicoes 2014"" com intrigas, debates e morte mas a sequel ""2018"" esta macabra com prisao, fanatismo e atentado.",Negativo,#forçabolsonaro :(,bolsonaro
4267,"eram pessoas de bem que estavam ali, nao bandidos!",Positivo,#forçabolsonaro :),bolsonaro
4268,"o bolsonaro queria liberar porte de armas para o cidadao de bem,o meliante ja tinha historico de violencia",Positivo,#forçabolsonaro :),bolsonaro
4269,algguem sabe o estado do bolsonaro? na globo deu outra coisa,Negativo,#forçabolsonaro :(,bolsonaro
4270,bem que eu imaginei que isso poderia acontecer com ele  vai ficar tudo bem!!!,Negativo,#forçabolsonaro :(,bolsonaro
4271,"nao  e sei la, qualquer um menos o bolsonaro. voto ate no alckmin se for pra evitar ele.",Negativo,alckmin :(,alckmin
4272,eu to indignada que o mino da minha sala vota no bolsonaro eu gostava tanto dele,Negativo,bolsonaro :(,bolsonaro
4273,"nao anjo, ja disse que com eleitor do bolsonaro nao rola... sinto muito",Negativo,bolsonaro :(,bolsonaro
4274,jornal nacional perdeu tempo falando do bolsonaro e atrasou a novela &gt,Negativo,bolsonaro :(,bolsonaro
4275,sera que a faca que esfaqueou o bolsonaro esta bem? ninguem se importou com ela... seus machistas,Negativo,bolsonaro :(,bolsonaro
4276,"qualquer tipo de violencia e injustificavel! nao votarei nele porem, desejo melhoras ao candidato jair bolsonaro.",Negativo,bolsonaro :(,bolsonaro
4277,eu amei que o boulos ta tipo bolsonaro foi esfaqueado   live sobre os projetos,Negativo,bolsonaro :(,bolsonaro
4278,"ai gleici, nao suporto o bolsonaro mas esse comentario e totalmente inoportuno. acaba prejudicando a imagem do pt, antes tivesse ficado em silencio",Negativo,bolsonaro :(,bolsonaro
4279,"lamentavel o ocorrido  por mais militancia que eu faca contra o bolsonaro, isso nao e admissivel para com um sistema democratico e nem e humano. direitos humanos valem pata todos, ate para ele. lamentavel.",Negativo,bolsonaro :(,bolsonaro
4280,o evento foi cancelado devido o atentado com bolsonaro  mas eu conheci ele!,Negativo,bolsonaro :(,bolsonaro
4281,"esfaquearam o bolsonaro? poxa que pena, mudou minha vida",Negativo,bolsonaro :(,bolsonaro
4282,"vai ser hilario vermos os comentaristas da globo e globonews darem saltos acrobaticos pra explicar o inexplicavel do atentado ao bolsonaro.. talvez estejam ate alegres, livres e soltos.",Negativo,bolsonaro :(,bolsonaro
4283,"uma mina no estagio tava ""a n sei quem foi esfaqueado"", ngm entendeu quem q tinha sido esfaqueado, ai ela ""bolsonaro"", ai todo mundo ""aaaaa ta, pensei q vc tinha dito outra coisa kkk eai ele morreu?"" ""n, """,Negativo,bolsonaro :(,bolsonaro
4284,"espero de coracao que caso o quadro do bolsonaro for realmente grave, que ele fique bem! nao e porque voce e de um partido diferente ou sem partido que pode ficar ai desejando a morte de outras pessoas... o ser humano e foda",Negativo,bolsonaro :(,bolsonaro
4285,tadinho do bolsonaro que ameacou matar a oposicao e agora ta triste pq sofreu ataque fisico  muito triste mesmo,Negativo,bolsonaro :(,bolsonaro
4286,espero que depois dessa o bolsonaro perceba que o porte de armas acompanhado de violencia nao leva a n a d a,Negativo,bolsonaro :(,bolsonaro
4287,ah nao cara esfaquearam o bolsonaro,Negativo,bolsonaro :(,bolsonaro
4288,"galerinha desejando o mal pro bolsonaro e so nao votar krai, o desejo negativo atrai energia negativa pra si mesmo, desnecessario esse odio gratuito por rivalidade politica",Negativo,bolsonaro :(,bolsonaro
4289,coitado do bolsonaro gente,Negativo,bolsonaro :(,bolsonaro
4290,"voces "" nao gosto de agressao grrr agressao grera agressao &gt "" also voces "" jjjj o bolsonaro foi esfaqueado devia ter morrido "" manoooo???? ate onde vao a hipocrisia de vcs srsly",Negativo,bolsonaro :(,bolsonaro
4291,o pior de tudo e ver o seguranca do bolsonaro usando uma camiseta do nirvana,Negativo,bolsonaro :(,bolsonaro
4292,eu nao queria ter machucado o bolsonaro,Negativo,bolsonaro :(,bolsonaro
4293,"essa tentativa de assassinato contra o bolsonaro so reafirmar a ironia que e ele querer legalizar a posse de armas. se nao tivesse sido uma faca, teria sido qualquer arma de fogo",Negativo,bolsonaro :(,bolsonaro
4294,eu queria que bolsonaro fosse embora daqui,Negativo,bolsonaro :(,bolsonaro
4295,depois desse ocorrido com o bolsonaro geral ta dizendo q vai votar nele,Negativo,bolsonaro :(,bolsonaro
4296,to cercada de eleitores do bolsonaro,Negativo,bolsonaro :(,bolsonaro
4297,bolsonaro tomando facada e nada de eu ganhar nudes,Negativo,bolsonaro :(,bolsonaro
4298,bolsonaro levou uma facada  stan list,Negativo,bolsonaro :(,bolsonaro
4299,alguem me manda icon soft do ciro gomes pf,Negativo,ciro :(,ciro
4300,porque o pt resolveu fazer merda nesse ano e isolou a candidatura dele. ja nao basta eles se auto sabotar decidiram sabotar o ciro tambem.,Negativo,ciro :(,ciro
4301,"eu poderia por algo ruim da katia, mas nao adianta isso. quem vota 13 vota 13, quem vota ciro vota ciro. nao adianta forcar que ninguem troca de lado. vamos nos unir no 2deg e ok. nao podemos e ficar nessa briga boba entre nos  so alimenta a direita",Positivo,ciro :),ciro
4302,nada melhor do que chegar em casa e ter varias mulheres gritando bolsonaro na frente do seu condominio e varios carros de policia,Positivo,bolsonaro :),bolsonaro
4303,"a prova de que alguns eleitores de bolsonaro nao tem respeito, e quando voce tenta manter o dialogo ou apresenta uma ideia contraria e os proprios vem com arrogancia e prepotencia. pra esse tipo de gente deve-se tratar do mesmo jeito.",Positivo,bolsonaro :),bolsonaro
4304,vota no bolsonaro que essa vontade passa,Positivo,bolsonaro :),bolsonaro
4305,bolsonaro e reaca raiz nao sangrou pra nao manchar a camisa de vermelho!,Positivo,bolsonaro :),bolsonaro
4306,nosso novo presidente,Positivo,haddad :),haddad
4307,"me referi as respostas raivosas de outro usuarios. podemos nao concordar politicamente, mas admiro que voce tenha reconhecido o erro. nao tem muita gente que faca isso hoje em dia, ainda mais na internet.",Positivo,haddad :),haddad
4308,"olha eu tb acho que nao foi, pq nao acho que ele consiga ser tao bom ator. mas seja ql for a motivacao do cara que fez isso (se foi aquele cara mesmo), um resultado bem provavel e a eleicao do bolsonaro...",Negativo,bolsonaro :(,bolsonaro
4309,"que vontade de vomitar... e assustador ler algo assim em 2018. esse e o tipo de pensamento da mulher que acaba muitas vezes se sujeitando a agressoes, abusos sexuais do parceiro e infelizmente achando que feminismo e algo errado.  bolsonaro",Negativo,bolsonaro :(,bolsonaro
4310,ate hoje nao me sai da cabeca que a morte de eduardo campos foi conspiratoria. da mesma forma que esta sendo agora o bolsonaro. politica virou campo de guerra explicita.,Negativo,bolsonaro :(,bolsonaro
4311,"que deus possa proteger o seu pai flavio, melhoras para o bolsonaro, o unico que pode nos tirar dessa situacao em que se encontra o brasil e tem pessoas mal intencionadas na multidao  que deus abencoe todos voceis...",Negativo,bolsonaro :(,bolsonaro
4312,"ae, mataram o bolsonaro?",Negativo,bolsonaro :(,bolsonaro
4313,"rapaz, bolsonaro ta sendo operado pq a faca pegou no figado dele",Negativo,bolsonaro :(,bolsonaro
4314,fiquei chateada com a noticia de que o bolsonaro nao morreu,Negativo,bolsonaro :(,bolsonaro
4315,bolsonaro 2018 naoooooo,Negativo,bolsonaro :(,bolsonaro
4316,a facada do bolsonaro e fanfic assim como muitas pessoas que dizem sofrer de depressao.,Positivo,bolsonaro :),bolsonaro
4317,bolsonaro merece sofrer qualquer tipo de violencia,Positivo,bolsonaro :),bolsonaro
4318,"nao vou comemorar o que aconteceu com o bolsonaro porque, diferente dele, eu nao apoio a violencia",Positivo,bolsonaro :),bolsonaro
4319,comparado ao ciro machista? mil vezes,Positivo,ciro :),ciro
4320,"de frente ao hospital, povo clamando pele vida do bolsonaro... ao som do hino nacional, impossivel conter as lagrimas...",Negativo,bolsonaro :(,bolsonaro
4321,boa sorte bolsonaro,Negativo,bolsonaro :(,bolsonaro
4322,"o idiota que esfaqueou o bolsonaro fez todo o pessoal que se opunha a sua candidatura perder a razao espero que fique tudo bem com ele, odio por odio nao resolve nada",Negativo,bolsonaro :(,bolsonaro
4323,"sou extremamente contra o bolsonaro, acho que ele so fala besteira e e preconceituoso pra k7 mas nao acho legal ficar fazendo meme com ele levando facada nao, sou contra qualquer tipo de violencia e isso ta ficando bem errado",Negativo,bolsonaro :(,bolsonaro
4324,"ciro, limpa o nome deles na uber",Positivo,ciro :),ciro
4325,"gostaria de saber um discurso de odio dele e claro, todo mundo fala merda, quem e bolsonaro pra n falar?! mas me diz um discurso de odio que ele fez... mas nao confunda discurso de odio com sarcasmo, sarcasmo com verdades, e verdades com odio.  boa noite.",Positivo,bolsonaro :),bolsonaro
4326,"eu n aprovo o bolsonaro ser presidente de um pais que ja ta todo fudido, mas n precisa comemorar quando o cara e esfaqueado recuperacoes pra ele. boa noite pra vcs",Positivo,bolsonaro :),bolsonaro
4327,"alem do twitter, ouvi duas pessoas na minha city dizer q agora vai votar no bolsonaro  eu ja falei q o odio so ajuda nosso presidente???",Positivo,bolsonaro :),bolsonaro
4328,"esfaquearam o bolsonaro, isso pq ainda nao foi a legalizacao das armas",Positivo,bolsonaro :),bolsonaro
4329,"deixando bem claro que nunca votaria em bolsonaro mas esse pessoal que a declarando odio gratuito e brincando com a situacao... so mostra que no final, nao sao nem um pouco diferentes dele",Positivo,bolsonaro :),bolsonaro
4330,"c-h-o-c-a-d-i-s-s-i-m-a com o que aconteceu com o bolsonaro. por mais bosta que ele seja, ninguem merece passar por isso.",Negativo,bolsonaro :(,bolsonaro
4331,"pelo que o filho reportou, bolsonaro passa bem - um mal menor. entao, resta perguntar detiveram o agressor? quem e? pelo bem de todos, que o episodio seja apurado e esclarecido o quanto antes.",Negativo,bolsonaro :(,bolsonaro
4332,acho que o video do bolsonaro vai atrasar em,Negativo,bolsonaro :(,bolsonaro
4333,e o globo coloca a culpa na vitima e ainda tenta ressuscitar o ladrao! pqp... o brasil tem a imprensa q merece.,Negativo,bolsonaro :(,bolsonaro
4334,"cara, tem video do bolsonaro falando em metralhar petista no acre.. entre outros casos. e nem sou esquerdopata  sou de direita, mas vou com meirelles. boa sorte com sua ignorancia",Negativo,bolsonaro :(,bolsonaro
4335,coitado do bolsonaro,Negativo,bolsonaro :(,bolsonaro
4336,quero que o bolsonaro sobreviva pra liberar o porte de arma e encher o virson de bala &gt,Positivo,bolsonaro :),bolsonaro
4337,"pronto, agora o bolsonaro e a vitima e muitos vao achar que toda a esquerda assina embaixo",Positivo,bolsonaro :),bolsonaro
4338,"tudo que vai, volta, bolsonaro. o nome disso e karma.",Positivo,bolsonaro :),bolsonaro
4339,"dizer que as sua analises estavam falhas, eu sou bolsonaro e ele faria muito mais do que o teto que vc estipulava, agora ganhara no primeiro turno  passar bem",Positivo,bolsonaro :),bolsonaro
4340,"na verdade a ideia do aposto (especificar o sujeito entre virgulas) era justamente descrever o sujeito, nao o objeto da frase (bolsonaro) se fosse pra me referir ao bolsonaro, eu usaria parenteses mas sem problemas..",Positivo,bolsonaro :),bolsonaro
4341,"chocadissima! nao concorda c bolsonaro, ignora ele, nao precisa tentar mata-lo. q mundo..",Negativo,bolsonaro :(,bolsonaro
4342,"bolsonaro s ai ganhando, infelizmente",Negativo,bolsonaro :(,bolsonaro
4343,"meu deus, quero nem pensar nisso cara .. bolsonaro foi atingido por uma faca",Negativo,bolsonaro :(,bolsonaro
4344,"me diz ai, qual lado politico que tanto prega amor e igualdade, tanto odeia bolsonaro",Positivo,bolsonaro :),bolsonaro
4345,"oooooooooolha a palhacada!!!!!  mano, sinceramente, nenhum de nos somos bons, cade a humildade em dizer que fez porque sim? ta errado, e so assumir... agora ficar colocando o nome de deus nesse atentado???? deus e amor, por mais que bolsonaro tambem nao seja amor.",Negativo,bolsonaro :(,bolsonaro
4346,"contra o bozo sou capaz de fazer esse sacrificio, fora que o ciro e figura daqui. nao to sofrendo tanto pq dou maior carta ao doido",Negativo,ciro :(,ciro
4347,"se eu visse um video igual o que eu te mandei ai, eu duvidaria de qualquer um, absolutamente qualquer. ciro, lula, marina, manu, alckmin.. qualquer um. fora o lance do medico numa operacao cirurgica sem luvas",Positivo,alckmin :),alckmin
4348,"vao botar essa faca na conta do pt, muito provavelmente. minhas esperancas e que o ciro cresca com isso",Positivo,ciro :),ciro
4349,"kkkkkkkkkkkk eleitor de bolsonaro falando sobre incitacao ao odio kkkkkkkkkkkk c h a c o t a, nem percam tempo, n adianta denunciar momozin",Positivo,bolsonaro :),bolsonaro
4350,"nenhum homem de minha vida vai voltar no bolsonaro, felizmente escolho os certos",Positivo,bolsonaro :),bolsonaro
4351,"ah , que bom q nao aconteceu nada com ele . eu odeio o bolsonaro , ( mas nao sou de esquerda eu nem entendo nada de politica ) mas tbm nao queria q ele se machucasse , ainda bem q foi so mais um fake , obrigada por me informar",Positivo,bolsonaro :),bolsonaro
4352,"o cara fica com ""pena"" do bolsonaro. ai o vice dele nos lembra de onde ele vem",Positivo,bolsonaro :),bolsonaro
4353,"gente, ta bom de piada com o bolsonaro. o cara e um lixo? e. se acontecesse com outra pessoa ele estava rindo? estava. mas nao e legal essa onda de odio. fazemos nossa parte ao menos",Positivo,bolsonaro :),bolsonaro
4354,posso ate imaginar suas criticas ao eduardo. mas se vc quiser expor tenho tempo pra ler,Positivo,haddad :),haddad
4355,"oi meninans, no video de hoje vou deixar um recadinho pro haddad! mas antes de continuar vendo o video, deixem seu like e se inscrevam aqui no canal",Positivo,haddad :),haddad
4356,"""o bolsonaro"" espalha odio todos os dias, hoje ele recebeu um pouco de volta, espero que no final fique bem porque ninguem merece morrer e passar por isso  triste esse brasil",Negativo,bolsonaro :(,bolsonaro
4357,"porra mano real pensei que foi superficial, crl imagina o bolsonaro n poder mais ser presidente?",Negativo,bolsonaro :(,bolsonaro
4358,"o agressor tinha uma faca. se tivesse um revolver, poderia ser pior. estamos apenas comecando essa bagaca de campanha....  fim dos tempos!",Negativo,bolsonaro :(,bolsonaro
4359,eu odeio bolsonaro mas queria q essa faca tivesse pegado no coracao dele,Negativo,bolsonaro :(,bolsonaro
4360,gente esfaquearam o bolsonaro? que do da faca,Negativo,bolsonaro :(,bolsonaro
4361,n acredito que o bolsonaro n morreu,Negativo,bolsonaro :(,bolsonaro
4362,que dia triste... bolsonaro nao morreu,Negativo,bolsonaro :(,bolsonaro
4363,"""ah que o bolsonaro e um humano"" e humano mas n tem piedade dos outros humanos so por serem negros/homossexuais/mulheres  me poupa ne, vamo pesquisar mais antes de vir colocar stories defendendo tomanocu",Positivo,bolsonaro :),bolsonaro
4364,"meu namorado e igual a facada do bolsonaro, eu nao tenho namorado",Positivo,bolsonaro :),bolsonaro
4365,bolsonaro e reaca raiz nao sangrou pra nao manchar a camisa de vermelho!  fernando carreiro! fernando carreiro,Positivo,bolsonaro :),bolsonaro
4366,"isso que militante do pt faz.  lamentavel. e tem gente que ainda comemora isso so porque e contra o bolsonaro, e a vitima nunca tem culpa do crime!",Negativo,bolsonaro :(,bolsonaro
4367,agora ciro n ganha mais,Negativo,ciro :(,ciro
4368,"ai eu sei  queria que um milagre acontecesse kkkk se a maioria for de ciro, eu vou tambem mas prefiria mil vezes que a esquerda fosse de haddad",Negativo,ciro :(,ciro
4369,triste pq meu haddad nao vai ter forca popular o suficiente pra vencer as eleicoes,Negativo,haddad :(,haddad
4370,"esse ""bernaaarrdo"" me lembrou dele falando ""ciro""",Positivo,ciro :),ciro
4371,"pra que ficar tentando fazer isso? acho que cada um tem uma opiniao diferente, ciro, marina, bolsonaro. se alguem e contra a sua opiniao voce vai perder a amizade por isso?",Positivo,ciro :),ciro
